session,trial,rat,RL,laggedRL,signalDuration,laggedsignalDuration,response,laggedResponse,hit,miss,cr,fa,incongHit,congHit
2.0,29.0,6.0,0.036000000000000004,0.032,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,30.0,6.0,0.08900000000000001,0.036000000000000004,0.0,500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,31.0,6.0,0.07200000000000001,0.08900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,32.0,6.0,0.039,0.07200000000000001,0.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,33.0,6.0,0.058,0.039,0.5,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,34.0,6.0,0.039,0.058,0.0,500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,35.0,6.0,0.034,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,36.0,6.0,0.07200000000000001,0.034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,37.0,6.0,0.056,0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,38.0,6.0,0.05,0.056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,39.0,6.0,0.085,0.05,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,40.0,6.0,0.061000000000000006,0.085,0.025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,41.0,6.0,0.051000000000000004,0.061000000000000006,0.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,42.0,6.0,0.038,0.051000000000000004,0.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,43.0,6.0,0.07400000000000001,0.038,0.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,44.0,6.0,0.045000000000000005,0.07400000000000001,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,45.0,6.0,0.037000000000000005,0.045000000000000005,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,46.0,6.0,0.043000000000000003,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,47.0,6.0,0.036000000000000004,0.043000000000000003,0.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,48.0,6.0,0.037000000000000005,0.036000000000000004,0.5,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,49.0,6.0,0.038,0.037000000000000005,0.5,500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,50.0,6.0,0.038,0.038,0.0,500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,51.0,6.0,0.04,0.038,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,52.0,6.0,0.082,0.04,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,53.0,6.0,0.034,0.082,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,54.0,6.0,0.044000000000000004,0.034,0.5,50.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.0,55.0,6.0,0.035,0.044000000000000004,0.5,500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
